,label,category,example_pt,example_libras,video_url,hand_gesture,url_available,decoded_word,word_in_url
847,Disputar,Verbos,Eu e minha irmã vamos disputar xadrez hoje.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01646-disputar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/49.jpg,True,disputar,True
848,Distrair,Verbos,Você está muito distraída!,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01648-distrair2.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/54.jpg,True,distrair,True
849,Dividir,Verbos,A divisão é difícil para alunos do quinto ano.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01649-dividir.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/49.jpg,True,dividir,True
850,Divorciar,Verbos,Eles vão se divorciar.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01650-divorciar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/12.jpg,True,divorciar,True
851,Dormir,Verbos,Vou dormir na casa da minha amiga hoje.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01651-dormir.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/13.jpg,True,dormir,True
852,Duvidar,Verbos,Eu duvido que você consegue comer 15 pedaços de pizza.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01652-duvidar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/49.jpg,True,duvidar,True
853,Economizar,Verbos,Preciso economizar dinheiro pra viajar.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01653-economizar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/70.jpg,True,economizar,True
854,Encontrar,Verbos,Eu encontrei com sua mãe hoje no centro da cidade.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01654-encontrar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/49.jpg,True,encontrar,True
855,Ensinar,Verbos,Vou ensinar LIBRAS para as crianças da minha escola.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01655-ensinar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/73.jpg,True,ensinar,True
856,Entender,Verbos,Entendi as coisas que a professora disse.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01656-entender.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/76.jpg,True,entender,True
857,Enviar,Verbos,Enviei uma mensagem para você.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01657-enviar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/69.jpg,True,enviar,True
858,Escolher,Verbos,Não consigo escolher entre o vestido verde e o rosa.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01658-escolher.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/37.jpg,True,escolher,True
859,Esconder,Verbos,Minha irmã escondeu minha boneca.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01659-esconder.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/11.jpg,True,esconder,True
860,Escrever,Verbos,Você deve escrever um relatório do evento.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01660-escrever.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/46.jpg,True,escrever,True
861,Escurecer,Verbos,Precisamos ir ao clube antes do escurecer.,NOS PRECISAR CLUBE IR ANTES ESCURECER.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1314-escurecer.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/05.jpg,True,escurecer,True
862,Escutar,Verbos,Eu escutei barulhos estranhos ontem à noite.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01661-escutar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/12.jpg,True,escutar,True
863,Esperar,Verbos,"Espere 5 minutos, já estou indo.",,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01662-esperar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/69.jpg,True,esperar,True
864,Esquecer,Verbos,Esqueci a atividade em casa.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01663-esquecer.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg,True,esquecer,True
865,Estudar,Verbos,Minha filha estuda pela manhã.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01664-estudar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg,True,estudar,True
866,Evitar,Verbos,Evite andar perto da linha do trem.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01665-evitar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/64.jpg,True,evitar,True
867,Exagerar,Verbos,"Ela exagerou, fez muita comida para poucas pessoas.",,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01666-exagerar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/75.jpg,True,exagerar,True
868,Excluir,Verbos,Todos eles querem me excluir da brincadeira.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/excluir.mp4,,True,excluir,True
869,Experimentar,Verbos,Minha mãe experimentou minha torta de limão e amou.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01667-experimentar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/09.jpg,True,experimentar,True
870,Expulsar,Verbos,O aluno bagunceiro foi expulso da sala.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01668-expulsar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/24.jpg,True,expulsar,True
871,Falar,Verbos,Ele fala 5 línguas diferentes.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01669-falar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/55.jpg,True,falar,True
872,Faltar,Verbos,"Se você não economizar, vai faltar água.",,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01670-faltar-coisas.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/08.jpg,True,faltar,True
873,Fazer,Verbos,"Quando chegar em casa, faça o jantar.",,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01671-fazer.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/67.jpg,True,fazer,True
874,Fechar,Verbos,Não esqueça de fechar a porta do guarda-roupa.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01672-fechar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/03.jpg,True,fechar,True
875,Ficar,Verbos,Vou ficar em casa o fim de semana todo.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01674-ficar-permanecer.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/68.jpg,True,ficar,True
876,Fritar,Verbos,Eu não sei fritar batatas sem fazer bagunça.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01675-fritar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/14.jpg,True,fritar,True
877,Fumar,Verbos,Fumar faz mal à saúde.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01676-fumar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/54.jpg,True,fumar,True
878,Ganhar,Verbos,Ganhei o campeonato.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01677-ganhar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/24.jpg,True,ganhar,True
879,Gostar,Verbos,"Meu primo gosta muito de carros, ele tem vários!",,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01678-gostar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg,True,gostar,True
880,Gritar,Verbos,"Ela está gritando, não consigo entender.",,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01679-gritar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/32.jpg,True,gritar,True
881,Invejar,Verbos,Invejar o amigo é muito ruim.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01681-inveja.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/45.jpg,True,invejar,True
883,Jantar,Verbos,Eu costumo jantar por volta das 20 horas.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/516-Jantar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/74.jpg,True,jantar,True
884,Jogar,Verbos,Eu gosto de jogar sozinho.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01683-jogar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/64.jpg,True,jogar,True
885,Jurar,Verbos,Ele jura que está dizendo a verdade.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01684-jurar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg,True,jurar,True
886,Lembrar,Verbos,Lembro sempre daquele dia que cozinhamos juntos. Foi muito legal!,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01687-lembrar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/54.jpg,True,lembrar,True
887,Ler,Verbos,Meu sobrinho aprendeu a ler.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01688-ler.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/54.jpg,True,ler,True
888,Ler Lábios,Verbos,Alguns surdos costumam ler lábios.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01689-ler-l%C3%A1bios.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/54.jpg,True,ler-labios,True
889,Levar,Verbos,Levei meu cachorro para passear.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01690-levar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/68.jpg,True,levar,True
890,Limpar,Verbos,Minha roupa está limpa.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01692-limpar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/05.jpg,True,limpar,True
891,Livrar,Verbos,Me divorciei. Agora estou livre.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01693-livrar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/17.jpg,True,livrar,True
892,Mandar,Verbos,Sua mãe mandou você ligar para ela.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01695-mandar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/49.jpg,True,mandar,True
893,Matar (faca),Verbos,Vou matar um frango para o almoço de domingo.,EU FRANGO MATAR PORQUE ALMOÇAR DOMINGO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/467-matar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/69.jpg,True,matar-(faca),True
894,Me Avisar,Verbos,"Se alguém chegar, por favor, me avise.",,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01696-me-avisar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/64.jpg,True,me-avisar,True
895,Medir,Verbos,Preciso medir o tamanho da estante.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01697-medir.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/46.jpg,True,medir,True
896,Memorizar,Verbos,Tive que memorizar algumas leis para a prova.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01698-memorizar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/57.jpg,True,memorizar,True
897,Mendigar,Verbos,Não fique mendigando pelas ruas.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01699-mendigar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/14.jpg,True,mendigar,True
898,Mentir,Verbos,Mentir é algo muito feio.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01700-mentir.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/45.jpg,True,mentir,True
899,Misturar,Verbos,Ontem eu misturei a tinta amarela com a azul e virou verde.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01701-misturar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/45.jpg,True,misturar,True
900,Morrer,Verbos,Meu vizinho morreu ontem.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01702-morrer.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg,True,morrer,True
901,Mostrar,Verbos,Ele me mostrou a nova loja.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01704-mostrar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg,True,mostrar,True
902,Mudar,Verbos,"Eu irei mudar de roupa, não gostei dessa.",,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01705-mudar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/68.jpg,True,mudar,True
903,Nadar,Verbos,Nadar é um esporte legal.,NADAR ESPORTE LEGAL.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00980-nadar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg,True,nadar,True
904,Namorar,Verbos,Eu namoro faz 3 anos.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01706-namorar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/58.jpg,True,namorar,True
905,Não Conhecer,Verbos,Eu não conheço outro país.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01707-n%C3%A3o-conhecer.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/04.jpg,True,nao-conhecer,True
906,Não conseguir,Verbos,Eu não consegui encontrar sua mochila.,EU NAO CONSEGUIR ENCONTRAR MOCHILA SUA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/1338-naoconsegui.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/24.jpg,True,nao-conseguir,True
907,Não Entender,Verbos,Eu não entendo o que você diz.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01708-n%C3%A3o-entender.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/75.jpg,True,nao-entender,True
908,Não gostar,Verbos,Eu não gosto de ler livros.,VOCE NAO-GOSTAR LIVRO LER?,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/1339-naogostar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/01.jpg,True,nao-gostar,True
909,Não Ouvir,Verbos,Os surdos não ouvem.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01709-n%C3%A3o-ouvir.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/12.jpg,True,nao-ouvir,True
910,Não Poder,Verbos,Eu não posso ir com você ao médico amanhã.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01710-n%C3%A3o-poder.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/54.jpg,True,nao-poder,True
911,Não prestar,Verbos,Esse arroz não presta porque é duro.,ARROZ NAO-PRESTAR PORQUE DURO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/1340-naoprestar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/04.jpg,True,nao-prestar,True
912,Não Querer,Verbos,Eu percebi que você não quer ir à festa.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01711-n%C3%A3o-querer.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/14.jpg,True,nao-querer,True
913,Não Saber,Verbos,Ele não sabe dirigir.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01712-n%C3%A3o-saber.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/58.jpg,True,nao-saber,True
914,Não Ter,Verbos,Minha casa não tem varanda.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01713-n%C3%A3o-ter.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/24.jpg,True,nao-ter,True
915,Nascer,Verbos,Eu nasci em Viçosa.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/470-nascer.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg,True,nascer,True
916,Obedecer,Verbos,As crianças precisam obedecer os seus pais.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01714-obedecer.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/74.jpg,True,obedecer,True
917,Observar,Verbos,Tenho observado seu trabalho.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01715-observar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/54.jpg,True,observar,True
918,Odiar,Verbos,Odiar alguém é muito ruim.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01716-odiar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/69.jpg,True,odiar,True
919,Ofender,Verbos,É errado ofender as pessoas.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01717-ofender.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/67.jpg,True,ofender,True
920,Operar,Verbos,Tive que operar meu apêndice.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01718-operar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/21.jpg,True,operar,True
921,Ouvir,Verbos,"Eu ouvi o que você disse, só não entendi.",,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01719-ouvir.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/12.jpg,True,ouvir,True
922,Pagar,Verbos,Preciso pagar as contas do mês.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01720-pagar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/47.jpg,True,pagar,True
923,Paquerar,Verbos,Eu paquerei um rapaz e começamos a namorar.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01721-paquerar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/08.jpg,True,paquerar,True
